"","sample","response","method","MSEmean","MSEsd","MAEmean","MAEsd","MSPEmean","MSPEsd","MAPEmean","MAPEsd","MSE","MAE","MSPEs","MSPE","MAPE"
"11",42,100,"MLR",3.84587156808768,6.56082767897982,0.122286814433424,0.0595011530602737,41520443.3792356,11856545.9280804,2571.1613845017,246.208890327995,"3.846 (6.561)","0.122 (0.06)","4.15e+07 (1.19e+07)","41520443 (11856546)","2571 (246)"
"12",42,100,"Ridge",0.152288465240649,0.0247842725883794,0.312832129496863,0.0306320009085502,5079870.33770692,2462949.46398146,913.337317334765,147.277972814903,"0.152 (0.025)","0.313 (0.031)","5.08e+06 (2.46e+06)","5079870 (2462949)","913 (147)"
"13",42,100,"EN",0.1611682040509,0.0233455908603332,0.0644655307161178,0.00527698359277146,75001.1216829301,144916.4335836,68.7934988401022,17.5495973010785,"0.161 (0.023)","0.064 (0.005)","7.50e+04 (1.45e+05)","75001 (144916)","69 (18)"
"14",42,100,"Lasso",0.179514528040467,0.0258681614200263,0.0653591251533937,0.00504433049719417,65844.8824605555,133061.657191992,64.4221616489073,15.254063045885,"0.18 (0.026)","0.065 (0.005)","6.58e+04 (1.33e+05)","65845 (133062)","64 (15)"
"15",42,100,"Entropy",0.127845324632499,0.0277217782466399,0.11038268870622,0.0113645810316475,105200.107918454,175860.831473032,87.465918110119,21.8975944351125,"0.128 (0.028)","0.11 (0.011)","1.05e+05 (1.76e+05)","105200 (175861)","87 (22)"
"16",80,25,"MLR",1.62305034990902,3.36655719216053,0.0874231018123406,0.0529957167070395,379356710.376862,70929130.142386,9577.30623940767,750.919993206098,"1.623 (3.367)","0.087 (0.053)","3.79e+08 (7.09e+07)","379356710 (70929130)","9577 (751)"
"17",80,25,"Ridge",0.0836696470130954,0.0192382921040369,0.212078167997987,0.0303930927839772,18791127.8109195,6302207.20979984,2080.0068949207,279.440822193362,"0.084 (0.019)","0.212 (0.03)","1.88e+07 (6.30e+06)","18791128 (6302207)","2080 (279)"
"18",80,25,"EN",0.143324495799856,0.0486564191511451,0.0500128848838788,0.00441742686885207,182225.112578824,220321.444500577,148.438008508785,31.9608275372655,"0.143 (0.049)","0.05 (0.004)","1.82e+05 (2.20e+05)","182225 (220321)","148 (32)"
"19",80,25,"Lasso",0.156034563080172,0.0483227564174522,0.0577585191687605,0.00510601199854514,225244.295040963,246977.81455979,173.561019312526,31.8393600779552,"0.156 (0.048)","0.058 (0.005)","2.25e+05 (2.47e+05)","225244 (246978)","174 (32)"
"20",80,25,"Entropy",0.144289942587185,0.0569573769871855,0.0940754864408702,0.0153841934614179,118513.440923299,110517.492880412,140.532510432432,23.8420288423171,"0.144 (0.057)","0.094 (0.015)","1.19e+05 (1.11e+05)","118513 (110517)","141 (24)"
"21",80,50,"MLR",0.814085513123645,1.01941489500575,0.0852442907317819,0.020014705657483,136423329.092784,29861132.7286981,5082.96624731794,387.323875988159,"0.814 (1.019)","0.085 (0.02)","1.36e+08 (2.99e+07)","136423329 (29861133)","5083 (387)"
"22",80,50,"Ridge",0.10651137820885,0.01774824830646,0.249908310296481,0.0269938888660594,10091749.0151392,4064740.12464431,1337.50878054589,204.282718472793,"0.107 (0.018)","0.25 (0.027)","1.01e+07 (4.06e+06)","10091749 (4064740)","1338 (204)"
"23",80,50,"EN",0.170727299483275,0.0356600958794796,0.0519526700692836,0.00339111383647105,44627.7377697519,42341.2038842755,70.6403741262893,12.2213093441448,"0.171 (0.036)","0.052 (0.003)","4.46e+04 (4.23e+04)","44628 (42341)","71 (12)"
"24",80,50,"Lasso",0.178522123502874,0.0341901055592883,0.0572384380439731,0.00358796051040041,54680.3539135386,46124.8069886585,79.6867215502507,12.9437343473341,"0.179 (0.034)","0.057 (0.004)","5.47e+04 (4.61e+04)","54680 (46125)","80 (13)"
"25",80,50,"Entropy",0.151514467767879,0.035063814003614,0.110187585333628,0.0140796732856334,42415.8678358053,25807.8113527309,83.9500921263125,9.71824344366825,"0.152 (0.035)","0.11 (0.014)","4.24e+04 (2.58e+04)","42416 (25808)","84 (10)"
"26",80,100,"MLR",4.98369053915425,9.33769092379819,0.137723143416692,0.0665082807526265,41976190.5252207,7768999.99841293,2567.30927052252,146.829397289274,"4.984 (9.338)","0.138 (0.067)","4.20e+07 (7.77e+06)","41976191 (7769000)","2567 (147)"
"27",80,100,"Ridge",0.128432279815435,0.0187362952477444,0.283942313522624,0.0249393111167845,3785445.57923288,1330715.26130572,786.290624554152,107.959632530465,"0.128 (0.019)","0.284 (0.025)","3.79e+06 (1.33e+06)","3785446 (1330715)","786 (108)"
"28",80,100,"EN",0.161407907694637,0.0200281353568072,0.0521760709390722,0.00296047101114869,21158.3712461771,26543.5994380144,42.6932449240777,7.6487011581171,"0.161 (0.02)","0.052 (0.003)","2.12e+04 (2.65e+04)","21158 (26544)","43 (8)"
"29",80,100,"Lasso",0.176683378119791,0.0229698216542132,0.0540420966256608,0.00303421739647235,17368.0799832948,20706.0233331693,41.1952787557431,6.41884787245251,"0.177 (0.023)","0.054 (0.003)","1.74e+04 (2.07e+04)","17368 (20706)","41 (6)"
"30",80,100,"Entropy",0.13352735204412,0.0232254480593312,0.105743870554259,0.0104456983745338,25700.0723220324,23239.5746090297,56.2567982092298,8.5144014103345,"0.134 (0.023)","0.106 (0.01)","2.57e+04 (2.32e+04)","25700 (23240)","56 (9)"
"31",160,25,"MLR",4.64287443731164,6.06888363956194,0.138179918377744,0.0887751886878447,395676538.107015,61270479.9427096,9677.16727235744,573.000645026304,"4.643 (6.069)","0.138 (0.089)","3.96e+08 (6.13e+07)","395676538 (61270480)","9677 (573)"
"32",160,25,"Ridge",0.0782261758329156,0.0158882165505821,0.202607866152894,0.0253922106712089,15726922.5641524,5798090.33256826,1901.08950506822,274.412275791839,"0.078 (0.016)","0.203 (0.025)","1.57e+07 (5.80e+06)","15726923 (5798090)","1901 (274)"
"33",160,25,"EN",0.145073407727376,0.040714058988118,0.047749594634946,0.00448894441155594,89562.4110264764,58624.3711585746,121.89063623414,17.4253158393124,"0.145 (0.041)","0.048 (0.004)","8.96e+04 (5.86e+04)","89562 (58624)","122 (17)"
"34",160,25,"Lasso",0.159042586336496,0.0419020034661527,0.0555300015459405,0.0053436349198232,113737.005054639,60711.5071548529,142.467821475836,18.0546452714527,"0.159 (0.042)","0.056 (0.005)","1.14e+05 (6.07e+04)","113737 (60712)","142 (18)"
"35",160,25,"Entropy",0.147554129882979,0.0467524515412357,0.0943921141918774,0.019511453317912,57725.6794565119,34480.301434955,113.529250926988,11.765423812751,"0.148 (0.047)","0.094 (0.02)","5.77e+04 (3.45e+04)","57726 (34480)","114 (12)"
"36",160,50,"MLR",2.6720823395183,4.24592422928089,0.112507247411849,0.0519519999657881,134560411.896657,25401955.5372265,5016.86994701078,237.948586179321,"2.672 (4.246)","0.113 (0.052)","1.35e+08 (2.54e+07)","134560412 (25401956)","5017 (238)"
"37",160,50,"Ridge",0.0982349054042878,0.0186526425370903,0.233796262618466,0.0303045162017767,7195314.88185322,2394603.11899915,1178.03679013999,175.479411475349,"0.098 (0.019)","0.234 (0.03)","7.20e+06 (2.39e+06)","7195315 (2394603)","1178 (175)"
"38",160,50,"EN",0.178385093593452,0.0343081937101356,0.0504792183019424,0.0027369959799579,24251.3325747455,29198.6572183383,58.5393740410291,7.03147217622532,"0.178 (0.034)","0.05 (0.003)","2.43e+04 (2.92e+04)","24251 (29199)","59 (7)"
"39",160,50,"Lasso",0.186939624336319,0.0337511574958475,0.0556629974344121,0.00271347723686877,29698.2488815808,32792.0626711159,65.4211352759411,8.0588829183723,"0.187 (0.034)","0.056 (0.003)","2.97e+04 (3.28e+04)","29698 (32792)","65 (8)"
"40",160,50,"Entropy",0.161244196289681,0.0370779564464746,0.111737284284352,0.0143538755677423,22745.2264120636,7618.77340395186,70.6623966140862,5.15973687907294,"0.161 (0.037)","0.112 (0.014)","2.27e+04 (7.62e+03)","22745 (7619)","71 (5)"
"41",160,100,"MLR",0.765977757349946,1.42180791595691,0.0865730784195452,0.0152368797132449,43504070.6228055,9088326.31268971,2587.13889378248,118.903355882958,"0.766 (1.422)","0.087 (0.015)","4.35e+07 (9.09e+06)","43504071 (9088326)","2587 (119)"
"42",160,100,"Ridge",0.111890887385886,0.0173715416543536,0.260619256116721,0.0254758729735384,2917513.54032931,1030012.21386075,684.925447461765,85.3931871667523,"0.112 (0.017)","0.261 (0.025)","2.92e+06 (1.03e+06)","2917514 (1030012)","685 (85)"
"43",160,100,"EN",0.170007238999135,0.0201649606385145,0.0483178092997666,0.00233430808821442,8684.56864913447,7342.3447756447,34.3347059444814,2.31764291110058,"0.17 (0.02)","0.048 (0.002)","8.68e+03 (7.34e+03)","8685 (7342)","34 (2)"
"44",160,100,"Lasso",0.182676175000954,0.0230428357158914,0.050342836341964,0.00221586425038744,7633.04865658452,5910.69423074595,33.8281616586713,2.30842387052177,"0.183 (0.023)","0.05 (0.002)","7.63e+03 (5.91e+03)","7633 (5911)","34 (2)"
"45",160,100,"Entropy",0.138213082301604,0.022462778763075,0.103972509484128,0.011007481588656,10665.982167798,3610.06159257935,45.8034198594077,2.68361845206126,"0.138 (0.022)","0.104 (0.011)","1.07e+04 (3.61e+03)","10666 (3610)","46 (3)"
