"","sample","response","method","MSEmean","MSEsd","MAEmean","MAEsd","MSPEmean","MSPEsd","MAPEmean","MAPEsd","MSE","MAE","MSPEs","MSPE","MAPE"
"32",160,25,"Ridge",0.056862061716575,0.0193662713339929,0.189697281701918,0.0341490521753493,14563020.3876502,4697118.02496903,1849.70691160403,284.360161564656,"0.057 (0.019)","0.19 (0.034)","1.46e+07 (4.70e+06)","14563020 (4697118)","1850 (284)"
"33",160,25,"EN",0.00167322360604135,0.000513045703296924,0.0306027250388101,0.00400158642210866,228853.418893026,118564.656614609,212.329181176183,21.300141452678,"0.002 (< 0.001)","0.031 (0.004)","2.29e+05 (1.19e+05)","228853 (118565)","212 (21)"
"34",160,25,"Lasso",0.00203581424753441,0.000693130454280962,0.033983456496661,0.00493555631828641,220851.053490225,124021.549340353,209.558750177019,20.7619814228187,"0.002 (< 0.001)","0.034 (0.005)","2.21e+05 (1.24e+05)","220851 (124022)","210 (21)"
"35",160,25,"Entropy",0.00544721636512919,0.00234546813717855,0.057761661614444,0.0130580029988411,83513.2326785964,37255.5799466864,144.250614304918,20.4160679907176,"0.005 (0.002)","0.058 (0.013)","8.35e+04 (3.73e+04)","83513 (37256)","144 (20)"
"36",160,50,"MLR",0.000349764186108883,0.000548978517175199,0.0114965732299971,0.00695130459411724,129273194.674943,19568168.3637328,4979.79475636502,231.8361781831,"< 0.001 (< 0.001)","0.011 (0.007)","1.29e+08 (1.96e+07)","129273195 (19568168)","4980 (232)"
"37",160,50,"Ridge",0.0757342623996517,0.0197094824280606,0.220047066949672,0.0309575848105274,6333003.53642537,1995129.90782384,1108.48377176021,156.203328486429,"0.076 (0.02)","0.22 (0.031)","6.33e+06 (2.00e+06)","6333004 (1995130)","1108 (156)"
"38",160,50,"EN",0.0016325060161164,0.000309794315432843,0.0301698623429232,0.00278983442890927,73473.1058719179,23455.9270935941,111.56104345928,9.20259729148227,"0.002 (< 0.001)","0.03 (0.003)","7.35e+04 (2.35e+04)","73473 (23456)","112 (9)"
"39",160,50,"Lasso",0.00190578123886444,0.000377888615608686,0.0328645730118957,0.00321764100999784,67482.2784708558,21261.1966275903,108.413583709633,8.73550569150648,"0.002 (< 0.001)","0.033 (0.003)","6.75e+04 (2.13e+04)","67482 (21261)","108 (9)"
"40",160,50,"Entropy",0.006290000054131,0.0023284883570657,0.0622886574524811,0.0121421260440616,43098.5640295741,13445.270894585,95.111154472606,7.74484544401079,"0.006 (0.002)","0.062 (0.012)","4.31e+04 (1.34e+04)","43099 (13445)","95 (8)"
"41",160,100,"MLR",0.00140528072334423,0.00171096525561694,0.0249331005841406,0.0125696908818489,38788938.1941481,5745854.91627919,2504.47723545145,112.803816257106,"0.001 (0.002)","0.025 (0.013)","3.88e+07 (5.75e+06)","38788938 (5745855)","2504 (113)"
"42",160,100,"Ridge",0.0995855404538228,0.017944695586386,0.253741263087413,0.0249068827356996,2545147.98861955,765598.762037556,656.64104113802,73.6993297041053,"0.1 (0.018)","0.254 (0.025)","2.55e+06 (7.66e+05)","2545148 (765599)","657 (74)"
"43",160,100,"EN",0.00157219363723748,0.000328254164708882,0.0289205880773631,0.00309227762136193,23649.5558081439,9647.62179482924,57.7070539424443,4.30208431285434,"0.002 (< 0.001)","0.029 (0.003)","2.36e+04 (9.65e+03)","23650 (9648)","58 (4)"
"44",160,100,"Lasso",0.00189849694415826,0.000444757511106919,0.0321820830649189,0.00388656814873657,22065.6180356071,9116.20004967371,56.7266985143783,3.99785912258293,"0.002 (< 0.001)","0.032 (0.004)","2.21e+04 (9.12e+03)","22066 (9116)","57 (4)"
"45",160,100,"Entropy",0.00452866804148104,0.00124476045642444,0.0504070288991191,0.00787543445886805,18890.5122176916,7020.37311176164,58.1443515403674,4.03179142377657,"0.005 (0.001)","0.05 (0.008)","1.89e+04 (7.02e+03)","18891 (7020)","58 (4)"
